Cluster,Source,Target,Days,RMSE_TL,MAE_TL,RMSE_BASE,MAE_BASE
5,Building_11,Building_17,7,1.8677574165638235,1.4361227453823593,2.7056642490602694,2.1298858476207085
5,Building_11,Building_17,14,1.9850871270057875,1.5120294602611104,2.9988375225456654,2.351236950728998
5,Building_11,Building_17,21,2.0221429701193046,1.541336814905201,2.792848362602818,2.200564383138475
5,Building_11,Building_17,28,1.955071672160613,1.4874626414565875,3.09634952008501,2.4640971546978876
5,Building_11,Building_17,35,2.0337130591451604,1.5459107738554085,3.323537611312357,2.651918569053587
5,Building_11,Building_17,42,1.9885361708839244,1.515975697577043,2.8698217020494345,2.2747911662058304
5,Building_11,Building_17,49,1.9944930252882458,1.5241789574728688,2.314779750808934,1.7693329141143999
5,Building_11,Building_17,56,1.748701467280814,1.3308280848940275,2.6030068145872023,2.0252242230517856
5,Building_11,Building_17,63,1.7890618587866576,1.3671736551047329,2.3608511307859,1.8346169776653036
5,Building_11,Building_17,70,1.7111640063898197,1.3011201810086679,2.3059814056844883,1.7723081862018424
5,Building_11,Building_17,77,1.7611455787226078,1.3322869279758782,2.107629078805372,1.6020626738962798
5,Building_11,Building_17,84,1.7366266369803018,1.3369229385396444,2.122562866559834,1.607559222976693
5,Building_11,Building_17,91,1.7147573162063716,1.3050220345198833,2.4996101162524726,1.9379209132825852
5,Building_11,Building_17,98,1.7224586158024369,1.2954745169826805,2.0128742605340086,1.5435121787271218
5,Building_11,Building_17,105,1.7839100155012697,1.3575558702456758,2.1681644972683913,1.6624266992261152
5,Building_11,Building_17,112,1.7445248676468539,1.3211047895281727,2.1595968953409423,1.6821086900582527
5,Building_11,Building_17,119,1.7137457392544932,1.3034003829813678,2.05276430525765,1.5642754286706875
5,Building_11,Building_17,126,1.6783365088140951,1.2101294913346223,2.0482591841083138,1.5029334525268232
5,Building_11,Building_17,133,1.5499016998914446,1.094772334120514,1.547681270920366,1.1222168783075839
5,Building_11,Building_17,140,1.4392622542104072,1.0316149586402383,1.489574923367499,1.070031436330893
5,Building_11,Building_17,147,1.4284098419406062,1.01482500025847,1.532448668349033,1.0903199934568306
5,Building_11,Building_17,154,1.4314598413405035,1.0113392920975286,1.4763948007420684,1.0506844046975874
5,Building_11,Building_17,161,1.33470608900719,0.9130994744604088,1.2930368265611443,0.8748544703687273
5,Building_11,Building_17,168,1.2720155625444518,0.8635409952044705,1.2560643934756903,0.8433068949900124
5,Building_11,Building_17,175,1.0875453812052414,0.7247012127959421,1.0527900648051283,0.668827035982977
5,Building_11,Building_17,182,1.0631125869737914,0.706727632000794,0.8790320909334789,0.557315723531849
5,Building_11,Building_17,189,0.9939416857202231,0.6637352510833339,0.8799784278950681,0.5474069117796
5,Building_11,Building_17,196,0.9859908396388446,0.6445554504494301,0.8939120160666773,0.5609388546675561
5,Building_11,Building_17,203,1.0160769623418149,0.6609225071924851,0.8555051373112328,0.5318749073001459
5,Building_11,Building_17,210,1.0246091711334298,0.6697817792414111,0.841658855969501,0.5105102839353529
5,Building_11,Building_17,217,1.034159732441862,0.6963819087859987,0.9022722688970074,0.5744202742766623
5,Building_11,Building_17,224,1.0579455575671044,0.6975606159524516,0.8597162410039377,0.5211887663196527
5,Building_11,Building_17,231,0.9879567382907105,0.6596244748048822,0.8508402891750513,0.5203588777981644
5,Building_11,Building_17,238,0.9916272850877257,0.6637111772518801,0.8661840256605221,0.53180690585164
5,Building_11,Building_17,240,1.0255886147022746,0.6792405167528877,0.8440388134595769,0.5098199268694891
5,Building_11,Building_10,7,1.479703731940623,1.1580217318876815,2.0582567791365887,1.424381350002685
5,Building_11,Building_10,14,1.6124254701449041,1.2700792412029362,2.0913822483091,1.5945308732642778
5,Building_11,Building_10,21,1.5954390301362873,1.2488520632829587,1.8325449310290067,1.2347242142591122
5,Building_11,Building_10,28,1.6518819253229426,1.2890520509198367,1.8797507859982991,1.345583600075162
5,Building_11,Building_10,35,1.6162266586873388,1.2536700312449445,1.7302968994817145,1.2473942729352518
5,Building_11,Building_10,42,1.58281744082034,1.2223618660482949,1.8561506215243995,1.4173751717471141
5,Building_11,Building_10,49,1.5800385336648928,1.0779923300623235,1.7761891584587912,1.0897457168916511
5,Building_11,Building_10,56,1.4624754835766034,0.9003978683680447,1.7118392657836885,1.0363013354723094
5,Building_11,Building_10,63,1.4773389606470235,0.9238877087379391,1.7926469363101107,1.1557547752714912
5,Building_11,Building_10,70,1.4660866326475326,0.9260004228200341,1.811470375265857,1.119672708066097
5,Building_11,Building_10,77,1.4610220390777338,0.9171978502210371,1.8213091027546873,1.1515827541309578
5,Building_11,Building_10,84,1.4817141778358536,0.9335213803482568,1.7780786271932005,1.1519876847854662
5,Building_11,Building_10,91,1.5088323390887326,0.925604384294512,1.683184711473406,1.0951497172543316
5,Building_11,Building_10,98,1.491580768229086,0.9081508494248507,1.7593948492946203,1.0766480877255464
5,Building_11,Building_10,105,1.4881138717345685,0.931200757255621,1.774266080607554,1.105061869915645
5,Building_11,Building_10,112,1.4807458726257428,0.9190727661121552,1.697806847857872,1.0478133720080385
5,Building_11,Building_10,119,1.4918344938198376,0.9312048145196319,1.6857207038985345,1.0235981409637782
5,Building_11,Building_10,126,1.4680646631018024,0.8932385681189318,1.4426255788579656,0.957469665822759
5,Building_11,Building_10,133,1.4229888370924013,0.8377069594153758,1.5407939370092911,0.9369350503276689
5,Building_11,Building_10,140,1.434910285910367,0.8643826667586867,1.479741609649177,0.9270509651721854
5,Building_11,Building_10,147,1.3580147195256411,0.8196167693076446,1.354184526924788,0.840921731316212
5,Building_11,Building_10,154,1.38083501971254,0.8705948031536344,1.4635670382120542,0.8959819612953996
5,Building_11,Building_10,161,1.432351987659725,0.90137248468191,1.4428379719334699,0.8936363885500092
5,Building_11,Building_10,168,1.2865869053914063,0.7724027423365536,1.291067592962968,0.7296317195853087
5,Building_11,Building_10,175,1.1602741639052538,0.6505364652381332,1.0451588432540224,0.562511581264053
5,Building_11,Building_10,182,1.0590581161823844,0.5928771476814259,0.87089209699138,0.4786917443997208
5,Building_11,Building_10,189,1.0607240559269107,0.5967787212996855,0.730308155114081,0.3942624662045196
5,Building_11,Building_10,196,1.0634770650089835,0.5683775544297818,0.767537766025711,0.4177214782284039
5,Building_11,Building_10,203,1.0256967797094028,0.571597386099991,0.759998981397393,0.40540737467403304
5,Building_11,Building_10,210,1.0144723439735246,0.5690595906999313,0.8260626528047038,0.44730923566122915
5,Building_11,Building_10,217,1.0469427656052321,0.5883178931327091,0.8049186889416015,0.45086191065028974
5,Building_11,Building_10,224,1.0454615722700848,0.5791044707878599,0.7754111232277952,0.4129722408354236
5,Building_11,Building_10,231,1.0465012000830538,0.5913230518626109,0.7348900543607114,0.42289276545886145
