Cluster,Source,Target,Days,RMSE_TL,MAE_TL,RMSE_BASE,MAE_BASE
2,Building_5,Building_7,7,1.1538394215552692,0.8345741882077676,1.3032873457167002,0.8284629010533532
2,Building_5,Building_7,14,1.1130952078306902,0.8072244050473777,1.434785512015883,0.89525456020723
2,Building_5,Building_7,21,1.0983596837819183,0.8029063883906395,1.2520384093523291,0.8470968957199294
2,Building_5,Building_7,28,1.11029904237616,0.7991125188301114,1.3738917276130154,0.8817988572178597
2,Building_5,Building_7,35,1.114194867732838,0.8210908513924075,1.440374640247288,0.9113883460382016
2,Building_5,Building_7,42,1.1208849419488192,0.8138424313875509,1.2959092449156893,0.8602694696940719
2,Building_5,Building_7,49,1.1215389035254808,0.8207759428764282,1.3316708264380281,0.8625286284784452
2,Building_5,Building_7,56,1.1393096283675463,0.82813036741262,1.3280212948332986,0.8558849315384156
2,Building_5,Building_7,63,1.130949121609371,0.8028884932395969,1.391411002468061,0.9035296882765096
2,Building_5,Building_7,70,1.2319562602257814,0.8527446751599184,1.2577816257200285,0.8347573485497838
2,Building_5,Building_7,77,1.2094817850795263,0.8477590547702399,1.1556004777546935,0.748323736853555
2,Building_5,Building_7,84,1.2607121204877054,0.8680872614572449,1.2197531432650046,0.774476373942461
2,Building_5,Building_7,91,1.2361701840205235,0.8493399617985489,1.1612237634938736,0.7523341496665594
2,Building_5,Building_7,98,1.3212017310593833,0.9259190584994934,1.2635994904878296,0.7879781553350159
2,Building_5,Building_7,105,1.2303357428992054,0.8638554418278738,1.1876782442353602,0.7745329685023697
2,Building_5,Building_7,112,1.2145780159512514,0.8380567944515748,1.3495575610853436,0.8745667324324548
2,Building_5,Building_7,119,1.2240775865523172,0.8806843840133025,1.2393887054262818,0.8323741208991365
2,Building_5,Building_7,126,1.0046574787872378,0.6894838225046787,0.9727286696300123,0.6254124399976894
2,Building_5,Building_7,133,1.099330055105592,0.7482975615100262,1.1072518314667266,0.6989652174556268
